text,label,source,collected_at,predicted_label,model_confidence
"Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.647
"Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.661
"Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.797
"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.647
"K..give back my thanks.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.755
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.615
"Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.622
"I'll pick you up at about 5.15pm to go to taunton if you still want to come.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.703
"Nationwide auto centre (or something like that) on Newport road. I liked them there
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.67
"Lara said she can loan me  &lt;#&gt; .
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.684
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.71
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.739
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.646
"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.511
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.689
"My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.718
"Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.755
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.589
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.688
"I tot u reach liao. He said t-shirt.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.692
"Y cant u try new invention to fly..i'm not joking.,
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.596
"Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.697
"No rushing. I'm not working. I'm in school so if we rush we go hungry.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"Ok lor...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.743
"Lol they don't know about my awesome phone. I could click delete right now if I want.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.605
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.677
"Aight yo, dats straight dogg
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.625
"Aight ill get on fb in a couple minutes
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.661
"Your bill at 3 is £33.65 so thats not bad!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Kallis wont bat in 2nd innings.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.544
"Send me yetty's number pls.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.687
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.671
"I wonder if your phone battery went dead ? I had to tell you, I love you babe
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.654
"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.561
"Ok thanx...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"They finally came to fix the ceiling.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.656
"I'll text now! All creepy like so he won't think that we forgot
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Indeed and by the way it was either or - not both !
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.623
"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.815
"That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.703
"If he started searching he will get job in few days.he have great potential and talent.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.699
"Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"I'm still looking for a car to buy. And have not gone 4the driving test yet.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.611
"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.614
"Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"Then. You are eldest know.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.768
"Yep. I do like the pink furniture tho.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.64
"Oh just getting even with u.... u?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.712
"happened here while you were adventuring
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.696
"Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.621
"Your pussy is perfect!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.605
"Aight, I'll hit you up when I get some cash
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.669
"Oh ya ya. I remember da. .
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.678
"Ahhh. Work. I vaguely remember that! What does it feel like? Lol
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.741
"Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.544
"Did u got that persons story
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.737
"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.678
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.713
"Sounds great! Im going to sleep now. Have a good night!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"Cuz ibored. And don wanna study
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.664
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.761
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.636
"Have a nice day my dear.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.691
"U 2.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.637
"Have you bookedthe hut? And also your time off? How are you by the way?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"In sch but neva mind u eat 1st lor..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.688
"Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.538
"It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.704
"Ok u can take me shopping when u get paid =D
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.736
"Nope i'll come online now..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.68
"I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.656
"How i noe... Did ü specify da domain as nusstu... Ü still in sch...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.692
"Ü come lt 25 n pass to me lar
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.709
"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.607
"Understand. his loss is my gain :) so do you work? School?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.738
"R u over scratching it?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"When you get free, call me
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.61
"I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.629
"Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.582
"If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.666
"R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.665
"Mm i am on the way to railway
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.668
"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.654
"Hey i've booked the 2 lessons on sun liao...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.643
"Mm i had my food da from out
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.693
"Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.598
"They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Are you the cutest girl in the world or what
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.719
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.591
"The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.646
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon ""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.668
"Now thats going to ruin your thesis!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.63
"on a Tuesday night r u 4 real
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.667
"It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.721
"Ok how you dear. Did you call chechi
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.746
"True. Its easier with her here.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.706
"am up to my eyes in philosophy
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.708
"Yup i'm elaborating on the safety aspects and some other issues..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.68
"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.617
"Oops. 4 got that bit.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.774
"Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.696
"thanks for the temales it was wonderful. Thank. Have a great week.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.673
"Oops my phone died and I didn't even know. Yeah I like it better.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.715
"Watching tv now. I got new job :)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.671
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.716
"What r u cooking me for dinner?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.691
"I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.766
"I'm leaving my house now...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.676
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.541
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.601
"U don't remember that old commercial?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.68
"My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.774
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.748
"Oh... Icic... K lor, den meet other day...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.725
"I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.712
"I love u 2 my little pocy bell I am sorry but I love u
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.752
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.523
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.675
"Where r e meeting tmr?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.683
"An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.676
"Get ready to put on your excellent sub face :)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.561
"Ü dun wan to watch infernal affair?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"Yes.he have good crickiting mind
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.694
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.648
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.677
"Don know. I did't msg him recently.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"Draw va?i dont think so:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.69
"Haha... can... But i'm having dinner with my cousin...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.705
"Is xy going 4 e lunch?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.649
"Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.697
"I'm not sure, I was just checking out what was happening around the area
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.683
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.659
"Come round, it's . 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.721
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.717
"Long after I quit. I get on only like 5 minutes a day as it is.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.635
"The wine is flowing and i'm i have nevering..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.642
"alright, I'll make sure the car is back tonight
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.644
"8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.628
"Wat r u doing?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.695
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.654
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.662
"U sick still can go shopping?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.682
"Yes :)it completely in out of form:)clark also utter waste.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.65
"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.636
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.618
"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.593
"Just finished. Missing you plenty
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.654
"No no:)this is kallis home ground.amla home town is durban:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.691
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.65
"If you r @ home then come down within 5 min
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"How come she can get it? Should b quite diff to guess rite...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.679
"Me too baby! I promise to treat you well! I bet you will take good care of me...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.708
"Oh ho. Is this the first time u use these type of words
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.672
"Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.745
"I'll be late...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.649
"Ya tel, wats ur problem..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.598
"Mum not going robinson already.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.676
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.652
"Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.633
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.601
"We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.651
"I know you are serving. I mean what are you doing now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.752
"I dont know what to do to come out of this so only am ask questions like this dont mistake me.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.642
"okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.529
"FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.628
"I dunno until when... Lets go learn pilates...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.708
"Will you be here for food
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.658
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.696
"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.705
"Ranjith cal drpd Deeraj and deepak 5min hold
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.624
"No problem. We will be spending a lot of quality time together...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.596
"I'll see, but prolly yeah
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.707
"Still in the area of the restaurant. Ill try to come back soon
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.64
"K sure am in my relatives home. Sms me de. Pls:-)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.762
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.522
"Already am squatting is the new way of walking
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.681
"You unbelievable faglord
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.807
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.692
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.764
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.659
"Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.644
"Haha good to hear, I'm officially paid and on the market for an 8th
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.638
