text,label,source,collected_at,auto_label,confidence
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.82
"Wah lucky man... Then can save money... Hee...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.71
"They finally came to fix the ceiling.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.73
"Me i'm not workin. Once i get job...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Please don't text me anymore. I have nothing else to say.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.95
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.95
"I accidentally brought em home in the box
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.88
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.78
"Went to pay rent. So i had to go to the bank to authorise the payment.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.82
"Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"This pain couldn't have come at a worse time.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.92
"Yep get with the program. You're slacking.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"If we win its really no 1 side for long time.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Okay, good, no problem, and thanx!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.8
"Yup i'm elaborating on the safety aspects and some other issues..
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.78
"Send me yetty's number pls.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.85
"Does daddy have a bb now.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Mm yes dear look how i am hugging you both. :-P
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.8
"Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.82
"Then she dun believe wat?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.7
"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.92
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.96
"Hope you are having a great day.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.88
"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.78
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.94
"if you text on your way to cup stop that should work. And that should be BUS
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.72
"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.85
"HMM yeah if your not too grooved out! And im looking forward to my pound special :)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.8
"I've told you everything will stop. Just dont let her get dehydrated.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.82
"But am going to college pa. What to do. are else ill come there it self. Pa.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.73
"No. But we'll do medical missions to nigeria
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.95
"Great! I have to run now so ttyl!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.87
"Tmr timin still da same wat cos i got lesson until 6...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.92
"Oh that was a forwarded message. I thought you send that to me
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.88
"FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.98
"True. Its easier with her here.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.85
"Just finished eating. Got u a plate. NOT leftovers this time.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.89
"Usf I guess, might as well take 1 car
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.8
"Why is that, princess? I bet the brothas are all chasing you!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.86
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.87
"Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.88
"Noice. Text me when you're here
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.91
"Have your lunch and come quickly and open the door:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.89
"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.97
"Ok lor...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.82
"Did u find out what time the bus is at coz i need to sort some stuff out.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.9
"Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.88
"No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.79
"Your bill at 3 is £33.65 so thats not bad!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.87
"Did u download the fring app?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.86
"Armand says get your ass over to epsilon
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.84
"Dude sux for snake. He got old and raiden got buff
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.85
"IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.88
"U still going to the mall?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.92
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324
",positive,hf:sms_spam,2026-03-28T03:13:21.908305,positive,0.93
"Just finished. Missing you plenty
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.9
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.87
"You still at grand prix?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.91
"No no:)this is kallis home ground.amla home town is durban:)
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.86
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.84
"Hui xin is in da lib.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.89
"Oic... I saw him too but i tot he din c me... I found a group liao...
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.85
"Dunno lei shd b driving lor cos i go sch 1 hr oni.
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.87
"Mm feeling sleepy. today itself i shall get that dear
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.83
"Oh, then your phone phoned me but it disconnected
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.8
"Wait, do you know if wesleys in town? I bet she does hella drugs!
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.82
"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.79
"my ex-wife was not able to have kids. Do you want kids one day?
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.75
"X course it 2yrs. Just so her messages on messenger lik you r sending me
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.76
"Gud mrng dear hav a nice day
",negative,hf:sms_spam,2026-03-28T03:13:21.908305,negative,0.88
"Johnson rides into  #39;playoffs #39; with hype, skill on his side It might make the racing crowd cringe, but what NASCAR boss Brian France is doing to manufacture excitement at a time of the year when racing usually hits a lull and sports fans ",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Hurst #39;s black mark for Beckham They symbolise two very different eras of English football, and yesterday the philosophies of David Beckham and Sir Geoff Hurst clashed in spectacular fashion when the ",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.68
"Boosters Say They Understand Spurrier #39;s Decision TAMPA - Since his name first surfaced as a possible replacement for Ron Zook, former Florida football coach Steve Spurrier has been the focal point of a Gator Nation desperately seeking a return to glory.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.68
Revived Wizards remain on a roll One of the longest-running curiosities in sports is why fans in Atlanta don #39;t come out to professional sports events. And many fans who showed up at Philips Arena last night ,positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Dutch Minister's World Revealed in 'Blog' (Reuters) Reuters - Dutch Finance Minister Gerrit Zalm\says his ""blog"" -- personal diary on the Internet -- gives\people an idea of what it is to be a minister, with insights\into his professional and private life.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.6
"US space agency chief resigns The head of the US space agency (Nasa), Sean O'Keefe, resigns after three years in the post.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.6
"Bush   Kerry Battle It Out In Search Bush  #038; Kerry Battle It Out In Search\\So if it was up to the search engines to decide who would win the Presidential election, would you agree? Found an interesting press release today that I thought could provide some insight into how our favorite candidates are doing in the search ...",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.55
"IOC warns against venue delays Beijing should not wait too long to complete venues for the 2008 Olympics, a top official from the International Olympic Committee said in the capital yesterday.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.65
Microsoft placates two foes Editor #39;s Summary: Microsoft announced that it paid an undisclosed amount to the CCIA trade group so that it won #39;t challenge the software maker #39;s US antitrust settlement or participate in a European Union antitrust case.,negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.65
"'Unit' Deal Unresolved The Yankees, Diamondbacks and Dodgers are still working to complete a deal that would put Randy Johnson in pinstripes, send Shawn Green to Arizona and land Javy Vazquez in Los Angeles.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.6
"Yushchenko seeks confidence vote Opposition leader Viktor Yushchenko pursues a vote in parliament, as the crisis in Ukraine continues.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.65
Palestinians won #39;t bring anti-Israel draft to General Assembly The Palestinians have decided not to bring a draft resolution condemning Israel #39;s military operation in the northern Gaza ,negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.65
Packers Activate Cornerback McKenzie (AP) AP - The Green Bay Packers activated cornerback Mike McKenzie and waived tight end Sean McHugh on Saturday.,positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.6
"Report: Airbus Aims to Trump Boeing's 7E7  PARIS (Reuters) - Airbus is designing an aircraft to  compete with Boeing Co.'s planned 7E7 wide-body jetliner that  would carry more passengers and fly further than the U.S.  plane, the Wall Street Journal reported on Tuesday, citing  people familiar with the plans.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Yank Heavy Hitter Sheffield Fan Favorite (AP) AP - Gary Sheffield emerged from the trainer's room after games, his left shoulder wrapped in bandages that resembled football pads. Most days, one or two fingers were taped, too.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.6
"Iraq Awards First Post-War Oilfield Contracts  BAGHDAD (Reuters) - Iraq's oil ministry has awarded the  country's first post-war oilfield development contracts to  Turkish and Canadian firms, an oil official said on Thursday.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Dollar Dips Ahead of Greenspan, Jobs Data  NEW YORK (Reuters) - The dollar slipped on Thursday as  traders adjusted positions to neutral levels ahead of Friday's  key U.S. payrolls report but some analysts think the currency  is poised to rally against the euro.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.6
Stocks Are Set to Open Slightly Higher NEW YORK - U.S. stocks are seen slightly higher at the open but a swathe of economic data is likely to influence overall sentiment and direction...,positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Turkey Must Increase Kurds #39; Rights -Verheugen Turkey must go further in improving its Kurdish minority #39;s cultural rights, EU Enlargement Commissioner Guenter Verheugen said on Tuesday.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.68
"Florida Week Always Brings Excitement (AP) AP - As a freshman from Mississippi, defensive end Parys Haralson didn't know much about Tennessee's rivalry with Florida.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Ballmer: Microsoft Courting Linux Users, Longhorn Worth Wait Microsoft CEO Steve Ballmer has made courting Linux users and those considering the open-source option a top priority and said the sheer volume of innovation that Longhorn development efforts ",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.65
"Turkey urged to recognise Cyprus The European commission president, Jose Manuel Barroso, today urged Ankara to  quot;go the extra mile quot; - including the recognition of Cyprus - to convince sceptics Turkey is ready to become a candidate for EU membership.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.68
"S. Africa Condemns Claims About Aristide S. African Government Condemns Accusations That It Is Being Used As Springboard for Haiti #39;s Aristide. A boy passes a car that says  quot;Aristide King quot; in the pro-Aristide slum of Bel-Air in Port-au-Prince, Sunday, Oct. 17, 2004.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.65
"The  #39;Chase #39; brings new drama to NASCAR Saturday #39;s Chevy Rock  amp; Roll 400 at RIR was the season #39;s 26th event, the last chance for drivers to qualify for the 10-race Chase, NASCAR #39;s version of team-sport playoffs.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.6
"Yahoo, Earthlink Build Bulwark Against Spoofing There are several technologies similar to DomainKeys, including Cisco #39;s Identified Internet Mail and Microsofts #39;s SenderID.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.68
"After 68 weeks, inflation returns to HK HONG KONG, AUGUST 25 : After years of steadily falling prices that dragged down salaries and destroyed the value of many apartments, inflation has finally returned here, government statisticians announced early this week.",positive,hf:ag_news,2026-03-27T17:55:32.854297,positive,0.68
"Sanctions suspended, not lifted Tucked into that \$136 billion in corporate tax breaks President Bush just signed was the point of the bill: Lifting a \$5 billion annual export subsidy the World Trade Organization had ruled illegal.",negative,hf:ag_news,2026-03-27T17:55:32.854297,negative,0.65
